"","uid","itemNo","valence","chosen_attr_type","internal_node_id","rt","trial_type","nTimeouts","time_elapsed","chosen_attr","timedout","trial_index","response","stimulus","taskNo","trialNo","condition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","interpersonal","category","subcategory","event","internalChosen","globalChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"5515","subCA2_87",62,"positive","internal_specific","0.0-2.0-0.18-0.18",12159,"html-button-response-ca",0,445613,"I've been making a particular effort recently to spend time learning new things",FALSE,22,0,"You successfully practice saying some phrases of a new language you are trying to learn",0,18,"control",2899478,2234589.5,2573076.1,64,87,"no","general functioning (everyday life: harder task)","life activities","You practice saying some phrases of a new language you are trying to learn",1,0,0,1,0,0
"5516","subCA2_87",68,"positive","internal_global","0.0-2.0-0.19-0.19",49086,"html-button-response-ca",0,496212,"I'm a trustworthy person",FALSE,23,0,"Someone you are close to tells you they trust you",0,19,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","personal qualities","Someone you are close to tells you they trust you",1,1,1,0,0,0
"5517","subCA2_87",2,"negative","external_specific","0.0-2.0-0.2-0.2",13665,"html-button-response-ca",0,206648,"My friend is probably just too busy to respond right now",FALSE,5,1,"You message your friend to ask for advice but they don't reply",0,2,"control",2899478,2234589.5,2573076.1,64,87,"yes","friends","reaching out","You message your friend to ask for advice but they don't reply",0,0,0,0,0,1
"5518","subCA2_87",72,"negative","internal_specific","0.0-2.0-0.20-0.20",12887,"html-button-response-ca",0,510630,"For this speech, my ideas weren't put together very well",FALSE,24,3,"You speak during a community meeting but feel like people aren't interested in what you have to say",0,20,"control",2899478,2234589.5,2573076.1,64,87,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a community meeting but feel like people aren't interested in what you have to say",1,0,0,1,0,0
"5519","subCA2_87",74,"negative","internal_specific","0.0-2.0-0.21-0.21",13514,"html-button-response-ca",0,525669,"On this occasion, I wasn't paying enough attention",FALSE,25,1,"You washed your clothes on the wrong setting and the colours have run",0,21,"control",2899478,2234589.5,2573076.1,64,87,"no","general functioning (everyday life: easier task)","self-care","You washed your clothes on the wrong setting and the colours have run",1,0,0,1,0,0
"5520","subCA2_87",79,"negative","external_global","0.0-2.0-0.22-0.22",15767,"html-button-response-ca",0,542954,"People often miss other people waving at them in the street",FALSE,26,1,"You see a very close friend and wave at them but they don't wave back",0,22,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","reaching out","You see a very close friend and wave at them but they don't wave back",0,1,0,0,1,0
"5521","subCA2_87",93,"positive","internal_specific","0.0-2.0-0.23-0.23",10056,"html-button-response-ca",0,554532,"For this piece of work, I probably tried particularly hard",FALSE,27,3,"A colleague comments on the high quality of your recent work",0,23,"control",2899478,2234589.5,2573076.1,64,87,"no","general performance (job)","semi-social","A colleague comments on the high quality of your recent work",1,0,0,1,0,0
"5522","subCA2_87",99,"negative","external_specific","0.0-2.0-0.24-0.24",25803,"html-button-response-ca",0,581853,"Someone else probably campaigned to be nominated, so was put forward this time",FALSE,28,3,"You want to be nominated for a role in your local community group but no one suggests you",0,24,"control",2899478,2234589.5,2573076.1,64,87,"yes","contemporaries (not known well)","feedback/responsibility","You want to be nominated for a role in your local community group but no one suggests you",0,0,0,0,0,1
"5523","subCA2_87",101,"positive","external_global","0.0-2.0-0.25-0.25",13424,"html-button-response-ca",0,596795,"Colleagues generally try and include everyone in team events",FALSE,29,0,"Someone from work tells you they would like to be on your team for a work social event",0,25,"control",2899478,2234589.5,2573076.1,64,87,"yes","colleagues","reaching out","Someone from work tells you they would like to be on your team for a work social event",0,1,0,0,1,0
"5524","subCA2_87",104,"positive","internal_global","0.0-2.0-0.26-0.26",14808,"html-button-response-ca",0,613126,"People I'm close to have a lot of time for me",FALSE,30,1,"Someone you care about takes time out of their busy day to check in on you ",0,26,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","reaching out","Someone you care about takes time out of their busy day to check in on you",1,1,1,0,0,0
"5525","subCA2_87",105,"negative","internal_specific","0.0-2.0-0.27-0.27",16560,"html-button-response-ca",0,631201,"On this occasion, I let myself be distracted by something unimportant",FALSE,31,2,"You forget you have put dinner in the oven and it burns",0,27,"control",2899478,2234589.5,2573076.1,64,87,"no","general functioning (everyday life: easier task)","self-care","You forget you put dinner in the oven and it burns",1,0,0,1,0,0
"5526","subCA2_87",112,"negative","internal_specific","0.0-2.0-0.28-0.28",14415,"html-button-response-ca",0,647134,"I was probably slightly off-hand with this colleague at some point",FALSE,32,0,"You overhear a colleague telling someone else they don't like you",0,28,"control",2899478,2234589.5,2573076.1,64,87,"yes","colleagues","personal qualities","You overhear a colleague telling someone else they don't like you",1,0,0,1,0,0
"5527","subCA2_87",113,"positive","internal_specific","0.0-2.0-0.29-0.29",14698,"html-button-response-ca",0,663343,"Recently, I've taken the time to help out this colleage with their work",FALSE,33,2,"A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",0,29,"control",2899478,2234589.5,2573076.1,64,87,"yes","colleagues","personal qualities","A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",1,0,0,1,0,0
"5528","subCA2_87",3,"negative","internal_global","0.0-2.0-0.3-0.3",11246,"html-button-response-ca",0,219403,"I'm hopeless at remembering things",FALSE,6,1,"You return from the shops without something important from your shopping list",0,3,"control",2899478,2234589.5,2573076.1,64,87,"no","general functioning (everyday life: harder task)","life activities","You return from the shops without something important from your shopping list",1,1,1,0,0,0
"5529","subCA2_87",116,"positive","internal_specific","0.0-2.0-0.30-0.30",20049,"html-button-response-ca",0,684907,"I worked hard on a recent piece of work",FALSE,34,3,"You find out a colleague has nominated you for a performance award at work",0,30,"control",2899478,2234589.5,2573076.1,64,87,"no","formal assessment (job)","semi-social","You find out a colleague has nominated you for a performance award at work",1,0,0,1,0,0
"5530","subCA2_87",127,"positive","internal_specific","0.0-2.0-0.31-0.31",11000,"html-button-response-ca",0,697415,"I worked hard on this presentation so it turned out well",FALSE,35,3,"You present your work during your evening class and get lots of praise from your classmates",0,31,"control",2899478,2234589.5,2573076.1,64,87,"yes","contemporaries (not known well)","feedback/responsibility","You present your work during your evening class and get lots of praise from your classmates",1,0,0,1,0,0
"5531","subCA2_87",5,"negative","external_global","0.0-2.0-0.4-0.4",15490,"html-button-response-ca",0,236404,"There are always times when life gets in the way of things we'd like to prioritise",FALSE,7,0,"You'd like to be more engaged in your local community",0,4,"control",2899478,2234589.5,2573076.1,64,87,"no","general functioning (everyday life: harder task)","getting along (semi-social)","You'd like to be more engaged in your local community",0,1,0,0,1,0
"5532","subCA2_87",7,"negative","external_specific","0.0-2.0-0.5-0.5",12983,"html-button-response-ca",0,250892,"There probably happened to be a better suggestion put forward that day",FALSE,8,2,"Your suggestion for a community social event receives the lowest number of votes",0,5,"control",2899478,2234589.5,2573076.1,64,87,"yes","contemporaries (not known well)","feedback/responsibility","Your suggestion for a community social event receives the lowest number of votes",0,0,0,0,0,1
"5533","subCA2_87",8,"positive","external_global","0.0-2.0-0.6-0.6",14087,"html-button-response-ca",0,266496,"People are generally positive in work feedback",FALSE,9,0,"You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",0,6,"control",2899478,2234589.5,2573076.1,64,87,"no","formal assessment (job)","non-social","You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",0,1,0,0,1,0
"5534","subCA2_87",13,"negative","internal_specific","0.0-2.0-0.7-0.7",25889,"html-button-response-ca",0,293895,"I haven't reached out to this person recently",FALSE,10,2,"Someone you feel very close to is having a birthday dinner but hasn't invited you",0,7,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","reaching out","Someone you feel very close to is having a birthday dinner but hasn't invited you",1,0,0,1,0,0
"5535","subCA2_87",15,"positive","internal_specific","0.0-2.0-0.8-0.8",9714,"html-button-response-ca",0,305117,"Recently, I've been performing well at work",FALSE,11,2,"You find out that your manager wants to put you forward for promotion at work",0,8,"control",2899478,2234589.5,2573076.1,64,87,"no","general performance (job)","non-social","You find out that your manager wants to put you forward for promotion at work",1,0,0,1,0,0
"5536","subCA2_87",17,"negative","external_specific","0.0-2.0-0.9-0.9",10140,"html-button-response-ca",0,316784,"They were probably preoccupied and didn't see me",FALSE,12,3,"You smile at someone across the street you recognise, but they don't smile back",0,9,"control",2899478,2234589.5,2573076.1,64,87,"yes","contemporaries (not known well)","reaching out","You smile at someone across the street you recognise, but they don't smile back",0,0,0,0,0,1
"5537","subCA2_87",11,"positive","internal_specific","0.0-20.0-0.0-0.0",6502,"html-button-response-ca",0,2556365,"On this occasion, I knew a lot about the topics that came up",FALSE,188,1,"You take part in a quiz at work and get lots of answers right, so your team wins",1,0,"control",2899478,2234589.5,2573076.1,64,87,"no","formal assessment (academic)","semi-social","You take part in a quiz at work and get lots of answers right, so your team wins",1,0,0,1,0,0
"5538","subCA2_87",21,"positive","internal_specific","0.0-20.0-0.1-0.1",12035,"html-button-response-ca",0,2569908,"I can usually get my head around straightforward problems",FALSE,189,1,"Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,1,"control",2899478,2234589.5,2573076.1,64,87,"no","general performance (academic)","semi-social","Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,0,0,1,0,0
"5539","subCA2_87",47,"negative","external_global","0.0-20.0-0.10-0.10",7953,"html-button-response-ca",0,2664362,"Everyone has different senses of humour",FALSE,198,0,"Someone you are close to tells you you are not funny",1,10,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","personal qualities","Someone you are close to tells you you are not funny",0,1,0,0,1,0
"5540","subCA2_87",53,"positive","internal_global","0.0-20.0-0.11-0.11",11074,"html-button-response-ca",0,2676952,"People I work with generally respect my judgement",FALSE,199,0,"Someone you work with tells you they trust your judgement",1,11,"control",2899478,2234589.5,2573076.1,64,87,"yes","colleagues","personal qualities","Someone you work with tells you they trust your judgement",1,1,1,0,0,0
"5541","subCA2_87",55,"negative","external_specific","0.0-20.0-0.12-0.12",14769,"html-button-response-ca",0,2693230,"This person probably didn't remember this particular thing was told to them in confidence",FALSE,200,3,"Someone you care about deeply has disclosed something you told them in confidence to someone else",1,12,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","reaching out","Someone you care about deeply has disclosed something you told them in confidence to someone else",0,0,0,0,0,1
"5542","subCA2_87",56,"positive","internal_specific","0.0-20.0-0.13-0.13",10499,"html-button-response-ca",0,2705238,"I have recently been helping this particular person work through something",FALSE,201,2,"Someone you are close to tells you they consider you a role model",1,13,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","personal qualities","Someone you are close to tells you they consider you a role model",1,0,0,1,0,0
"5543","subCA2_87",59,"negative","external_specific","0.0-20.0-0.14-0.14",8664,"html-button-response-ca",0,2715419,"This particular person is probably having a bad day",FALSE,202,3,"You overhear someone at work talking about you behind your back",1,14,"control",2899478,2234589.5,2573076.1,64,87,"yes","colleagues","personal qualities","You overhear someone at work talking about you behind your back",0,0,0,0,0,1
"5544","subCA2_87",61,"negative","internal_specific","0.0-20.0-0.15-0.15",13304,"html-button-response-ca",0,2730244,"On this occasion, I probably didn't spend enough time preparing",FALSE,203,2,"You give a presentation at work and it seems like no one is paying attention",1,15,"control",2899478,2234589.5,2573076.1,64,87,"no","general performance (job)","semi-social","You give a presentation at work and it seems like no one is paying attention",1,0,0,1,0,0
"5545","subCA2_87",67,"negative","external_specific","0.0-20.0-0.16-0.16",14059,"html-button-response-ca",0,2748476,"This particular friend is probably dealing with something right now that demands all their attention",FALSE,205,0,"You ask a friend for help with something important but they say they are too busy",1,16,"control",2899478,2234589.5,2573076.1,64,87,"yes","friends","reaching out","You ask a friend for help with something important but they say they are too busy",0,0,0,0,0,1
"5546","subCA2_87",73,"positive","internal_global","0.0-20.0-0.17-0.17",3936,"html-button-response-ca",0,2753924,"I'm good at my job",FALSE,206,2,"You receive an excellent performance evaluation from your boss",1,17,"control",2899478,2234589.5,2573076.1,64,87,"no","formal assessment (job)","semi-social","You receive an excellent performance evaluation from your boss",1,1,1,0,0,0
"5547","subCA2_87",75,"negative","external_specific","0.0-20.0-0.18-0.18",11444,"html-button-response-ca",0,2766884,"My friend is probably having a difficult time right now and is looking for more support from me",FALSE,207,2,"A friend tells you that you are being difficult",1,18,"control",2899478,2234589.5,2573076.1,64,87,"yes","friends","personal qualities","A friend tells you that you are being difficult",0,0,0,0,0,1
"5548","subCA2_87",76,"negative","internal_specific","0.0-20.0-0.19-0.19",7260,"html-button-response-ca",0,2775661,"I haven't been making as much effort at work as I could have recently",FALSE,208,0,"You find out that colleague has scored you poorly on a a performance evaluation",1,19,"control",2899478,2234589.5,2573076.1,64,87,"no","formal assessment (job)","semi-social","You find out that colleague has scored you poorly on a a performance evaluation",1,0,0,1,0,0
"5549","subCA2_87",25,"negative","internal_specific","0.0-20.0-0.2-0.2",8015,"html-button-response-ca",0,2579432,"At the time, I probably wasn't concentrating enough on what I was doing",FALSE,190,3,"You start doing the washing up but drop and smash a plate",1,2,"control",2899478,2234589.5,2573076.1,64,87,"no","general functioning (everyday life: easier task)","self-care","You start doing the washing up but drop and smash a plate",1,0,0,1,0,0
"5550","subCA2_87",77,"positive","internal_specific","0.0-20.0-0.20-0.20",10990,"html-button-response-ca",0,2788161,"I made a special effort to prepare for this particular test",FALSE,209,1,"You find out you passed a difficult test for a professional qualification you wanted",1,20,"control",2899478,2234589.5,2573076.1,64,87,"no","formal assessment (academic)","non-social","You find out you passed a difficult test for a professional qualification you wanted",1,0,0,1,0,0
"5551","subCA2_87",78,"positive","internal_global","0.0-20.0-0.21-0.21",6431,"html-button-response-ca",0,2796109,"I'm a good friend",FALSE,210,3,"A friend tells you you are a good friend to them",1,21,"control",2899478,2234589.5,2573076.1,64,87,"yes","friends","personal qualities","A friend tells you you are a good friend to them",1,1,1,0,0,0
"5552","subCA2_87",83,"negative","internal_specific","0.0-20.0-0.22-0.22",13640,"html-button-response-ca",0,2811267,"Recently, I haven't tried much to engage with my colleagues",FALSE,211,2,"You aren't nominated for an award recognizing contribution to workplace culture",1,22,"control",2899478,2234589.5,2573076.1,64,87,"yes","colleagues","personal qualities","You aren't nominated for an award recognizing contribution to workplace culture",1,0,0,1,0,0
"5553","subCA2_87",84,"positive","internal_global","0.0-20.0-0.23-0.23",12076,"html-button-response-ca",0,2824540,"Even people I don't know that well generally think well of me",FALSE,212,0,"Someone from work tells you they consider you trustworthy",1,23,"control",2899478,2234589.5,2573076.1,64,87,"yes","colleagues","personal qualities","Someone from work tells you they consider you trustworthy",1,1,1,0,0,0
"5554","subCA2_87",97,"negative","external_global","0.0-20.0-0.24-0.24",5997,"html-button-response-ca",0,2832046,"Everyone has times in life when things get in the way of work",FALSE,213,1,"You find yourself struggling to meet your targets at work",1,24,"control",2899478,2234589.5,2573076.1,64,87,"no","general performance (job)","non-social","You find yourself struggling to meet your targets at work",0,1,0,0,1,0
"5555","subCA2_87",100,"negative","external_specific","0.0-20.0-0.25-0.25",9627,"html-button-response-ca",0,2843190,"This person is probably not able to respond right now (e.g., they are unwell or away)",FALSE,214,2,"Someone you care deeply about is not responding to your calls and messages",1,25,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","reaching out","Someone you care deeply about is not responding to your calls and messages",0,0,0,0,0,1
"5556","subCA2_87",102,"positive","internal_global","0.0-20.0-0.26-0.26",6909,"html-button-response-ca",0,2851613,"People are interested in what I have to say",FALSE,215,2,"A letter you have written to the newspaper is selected to be published",1,26,"control",2899478,2234589.5,2573076.1,64,87,"no","formal assessment (academic)","non-social","A letter you have written to the newspaper is selected to be published",1,1,1,0,0,0
"5557","subCA2_87",108,"negative","internal_specific","0.0-20.0-0.27-0.27",9106,"html-button-response-ca",0,2862236,"I haven't made it easy for people to talk to me recently",FALSE,216,1,"You find out a friend is having a party but hasn't invited you",1,27,"control",2899478,2234589.5,2573076.1,64,87,"yes","friends","reaching out","You find out a friend is having a party but hasn't invited you",1,0,0,1,0,0
"5558","subCA2_87",110,"positive","external_specific","0.0-20.0-0.28-0.28",12573,"html-button-response-ca",0,2876327,"On this occasion, they are probably just being kind to me",FALSE,217,1,"Someone you are close to tells you they wish they were more like you",1,28,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","personal qualities","Someone you are close to tells you they wish they were more like you",0,0,0,0,0,1
"5559","subCA2_87",115,"positive","internal_global","0.0-20.0-0.29-0.29",6176,"html-button-response-ca",0,2884019,"My friends think highly of me",FALSE,218,1,"A friend tells you you are a good person",1,29,"control",2899478,2234589.5,2573076.1,64,87,"yes","friends","personal qualities","A friend tells you you are a good person",1,1,1,0,0,0
"5560","subCA2_87",28,"positive","internal_global","0.0-20.0-0.3-0.3",6726,"html-button-response-ca",0,2587671,"I'm a good communicator",FALSE,191,2,"You speak during a neighbourhood association meeting and receive applause",1,3,"control",2899478,2234589.5,2573076.1,64,87,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a neighbourhood association meeting and receive applause",1,1,1,0,0,0
"5561","subCA2_87",120,"positive","internal_global","0.0-20.0-0.30-0.30",5141,"html-button-response-ca",0,2890678,"My friends care about me",FALSE,219,1,"A friend calls you up out of the blue to see how you are",1,30,"control",2899478,2234589.5,2573076.1,64,87,"yes","friends","reaching out","A friend calls you up out of the blue to see how you are",1,1,1,0,0,0
"5562","subCA2_87",125,"negative","internal_specific","0.0-20.0-0.31-0.31",7288,"html-button-response-ca",0,2899478,"I probably didn't spend enough time studying for the test",FALSE,220,0,"You find out that you didn't pass a test you took that counts towards a professional exam",1,31,"control",2899478,2234589.5,2573076.1,64,87,"no","formal assessment (academic)","non-social","You find out that you didn't pass a test you took that counts towards a professional exam",1,0,0,1,0,0
"5563","subCA2_87",29,"positive","internal_global","0.0-20.0-0.4-0.4",7306,"html-button-response-ca",0,2596494,"I'm a fun person to be around",FALSE,192,0,"A colleague tells you they like your company",1,4,"control",2899478,2234589.5,2573076.1,64,87,"yes","colleagues","personal qualities","A colleague tells you they like your company",1,1,1,0,0,0
"5564","subCA2_87",31,"positive","internal_specific","0.0-20.0-0.5-0.5",12111,"html-button-response-ca",0,2610116,"Recently I did something my friend is impressed by",FALSE,193,2,"Someone you are close to tells you that they admire you",1,5,"control",2899478,2234589.5,2573076.1,64,87,"yes","close relationship","personal qualities","Someone you are close to tells you that they admire you",1,0,0,1,0,0
"5565","subCA2_87",35,"positive","internal_specific","0.0-20.0-0.6-0.6",7469,"html-button-response-ca",0,2619094,"I'm generally OK at this kind of puzzle",FALSE,194,3,"You complete today's crossword easily",1,6,"control",2899478,2234589.5,2573076.1,64,87,"no","general performance (academic)","non-social","You complete today's crossword easily",1,0,0,1,0,0
"5566","subCA2_87",37,"negative","external_specific","0.0-20.0-0.7-0.7",11534,"html-button-response-ca",0,2632136,"This problem was too complicated to work out without writing everything out",FALSE,195,1,"You struggle to work out what everyone needs to pay when booking a work activity",1,7,"control",2899478,2234589.5,2573076.1,64,87,"no","formal assessment (academic)","semi-social","You struggle to work out what everyone needs to pay when booking a work activity",0,0,0,0,0,1
"5567","subCA2_87",44,"negative","external_specific","0.0-20.0-0.8-0.8",9227,"html-button-response-ca",0,2642878,"My colleagues probably thought I was too busy at the time",FALSE,196,0,"You discover that you haven't been invited to an after-work social event",1,8,"control",2899478,2234589.5,2573076.1,64,87,"yes","colleagues","reaching out","You discover that you haven't been invited to an after-work social event",0,0,0,0,0,1
"5568","subCA2_87",45,"negative","internal_specific","0.0-20.0-0.9-0.9",10497,"html-button-response-ca",0,2654887,"On this occasion, I didn't explain myself very well",FALSE,197,3,"You present your work to the rest of your evening class but it doesn't receive much positive feedback",1,9,"control",2899478,2234589.5,2573076.1,64,87,"yes","contemporaries (not known well)","feedback/responsibility","You present your work to the rest of your evening class but it doesn't receive much positive feedback",1,0,0,1,0,0
"5569","subCA2_88",0,"negative","external_global","0.0-2.0-0.0-0.0",15953,"html-button-response-ca",0,194980,"Everyone has bad things said about them sometimes",FALSE,3,3,"You find out that someone you consider a friend has talked about you negatively behind your back",0,0,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","friends","personal qualities","You find out that someone you consider a friend has talked about you negatively behind your back",0,1,0,0,1,0
"5570","subCA2_88",1,"positive","internal_specific","0.0-2.0-0.1-0.1",13643,"html-button-response-ca",0,210158,"I've made a particular effort to talk to this person recently",FALSE,4,2,"Someone from work invites you out for a cup of coffee",0,1,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","colleagues","reaching out","Someone from work invites you out for a cup of coffee",1,0,0,1,0,0
"5571","subCA2_88",18,"negative","internal_global","0.0-2.0-0.10-0.10",10264,"html-button-response-ca",0,351337,"I'm disorganised and inefficient",FALSE,13,0,"You didn't get the amount of work done you needed to",0,10,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"no","general performance (job)","non-social","You didn't get the amount of work done you needed to",1,1,1,0,0,0
"5572","subCA2_88",22,"negative","external_global","0.0-2.0-0.11-0.11",15883,"html-button-response-ca",0,368744,"People don't always remember to include everyone they mean to invite to something",FALSE,14,3,"You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",0,11,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","colleagues","reaching out","You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",0,1,0,0,1,0
"5573","subCA2_88",24,"positive","external_global","0.0-2.0-0.12-0.12",13483,"html-button-response-ca",0,383743,"People generally compliment their friends from time to time",FALSE,15,2,"A friend tells you you make them laugh",0,12,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","friends","personal qualities","A friend tells you you make them laugh",0,1,0,0,1,0
"5574","subCA2_88",32,"positive","external_global","0.0-2.0-0.13-0.13",19049,"html-button-response-ca",0,404313,"People often say nice things to people close to them",FALSE,16,1,"A friend tells you speaking with you always makes them feel better",0,13,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","friends","personal qualities","A friend tells you speaking with you always makes them feel better",0,1,0,0,1,0
"5575","subCA2_88",39,"positive","external_specific","0.0-2.0-0.14-0.14",9727,"html-button-response-ca",0,415562,"They probably just put forward the person who has been here the longest",FALSE,17,0,"You find out that you have been put forward for a leadership position at work",0,14,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"no","formal assessment (job)","non-social","You find out that you have been put forward for a leadership position at work",0,0,0,0,0,1
"5576","subCA2_88",41,"negative","external_global","0.0-2.0-0.15-0.15",11522,"html-button-response-ca",0,428610,"Application systems are generally complicated and things can get lost",FALSE,18,3,"You submitted an application to join a local community forum but haven't heard anything back",0,15,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"no","general functioning (everyday life: easier task)","getting along (semi-social)","You submited an application to join a local community forum but haven't heard anything back",0,1,0,0,1,0
"5577","subCA2_88",43,"positive","internal_global","0.0-2.0-0.16-0.16",9543,"html-button-response-ca",0,444692,"I'm a good friend and people appreciate that",FALSE,20,2,"Someone you are close to has sent you a card thanking you for being there for them during a difficult time",0,16,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","close relationship","reaching out","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",1,1,1,0,0,0
"5578","subCA2_88",54,"positive","internal_specific","0.0-2.0-0.17-0.17",11547,"html-button-response-ca",0,457756,"On this particular occasion, I did a good job",FALSE,21,3,"You find out someone has contacted your employer to praise work you did for them",0,17,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"no","general performance (job)","semi-social","You find out someone has contacted your employer to praise work you did for them",1,0,0,1,0,0
"5579","subCA2_88",62,"positive","internal_global","0.0-2.0-0.18-0.18",7813,"html-button-response-ca",0,467090,"I learn new things easily",FALSE,22,3,"You successfully practice saying some phrases of a new language you are trying to learn",0,18,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"no","general functioning (everyday life: harder task)","life activities","You practice saying some phrases of a new language you are trying to learn",1,1,1,0,0,0
"5580","subCA2_88",68,"positive","external_specific","0.0-2.0-0.19-0.19",12333,"html-button-response-ca",0,480939,"This particular friend is probably looking to unburden something",FALSE,23,3,"Someone you are close to tells you they trust you",0,19,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","close relationship","personal qualities","Someone you are close to tells you they trust you",0,0,0,0,0,1
"5581","subCA2_88",2,"negative","external_specific","0.0-2.0-0.2-0.2",16640,"html-button-response-ca",0,228323,"My friend is probably just too busy to respond right now",FALSE,5,3,"You message your friend to ask for advice but they don't reply",0,2,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","friends","reaching out","You message your friend to ask for advice but they don't reply",0,0,0,0,0,1
"5582","subCA2_88",72,"negative","internal_global","0.0-2.0-0.20-0.20",10320,"html-button-response-ca",0,492777,"I am not interesting",FALSE,24,2,"You speak during a community meeting but feel like people aren't interested in what you have to say",0,20,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a community meeting but feel like people aren't interested in what you have to say",1,1,1,0,0,0
"5583","subCA2_88",74,"negative","external_specific","0.0-2.0-0.21-0.21",10921,"html-button-response-ca",0,505220,"Something else probably came up as I was loading the machine",FALSE,25,3,"You washed your clothes on the wrong setting and the colours have run",0,21,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"no","general functioning (everyday life: easier task)","self-care","You washed your clothes on the wrong setting and the colours have run",0,0,0,0,0,1
"5584","subCA2_88",79,"negative","external_global","0.0-2.0-0.22-0.22",15652,"html-button-response-ca",0,522399,"People often miss other people waving at them in the street",FALSE,26,3,"You see a very close friend and wave at them but they don't wave back",0,22,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","close relationship","reaching out","You see a very close friend and wave at them but they don't wave back",0,1,0,0,1,0
"5585","subCA2_88",93,"positive","external_global","0.0-2.0-0.23-0.23",11243,"html-button-response-ca",0,535168,"Colleagues tend to be polite to their coworkers",FALSE,27,1,"A colleague comments on the high quality of your recent work",0,23,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"no","general performance (job)","semi-social","A colleague comments on the high quality of your recent work",0,1,0,0,1,0
"5586","subCA2_88",99,"negative","internal_global","0.0-2.0-0.24-0.24",12596,"html-button-response-ca",0,549291,"People don't want to be represented by someone like me",FALSE,28,1,"You want to be nominated for a role in your local community group but no one suggests you",0,24,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","contemporaries (not known well)","feedback/responsibility","You want to be nominated for a role in your local community group but no one suggests you",1,1,1,0,0,0
"5587","subCA2_88",101,"positive","internal_specific","0.0-2.0-0.25-0.25",10373,"html-button-response-ca",0,561185,"Recently, I have been friendly to this particular colleague",FALSE,29,3,"Someone from work tells you they would like to be on your team for a work social event",0,25,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","colleagues","reaching out","Someone from work tells you they would like to be on your team for a work social event",1,0,0,1,0,0
"5588","subCA2_88",104,"positive","external_global","0.0-2.0-0.26-0.26",9380,"html-button-response-ca",0,572095,"It's not uncommon for people to do nice things for their friends",FALSE,30,3,"Someone you care about takes time out of their busy day to check in on you ",0,26,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"yes","close relationship","reaching out","Someone you care about takes time out of their busy day to check in on you",0,1,0,0,1,0
"5589","subCA2_88",105,"negative","internal_specific","0.0-2.0-0.27-0.27",9219,"html-button-response-ca",0,582824,"On this occasion, I let myself be distracted by something unimportant",FALSE,31,2,"You forget you have put dinner in the oven and it burns",0,27,"psychoed",2743381,2153704.19999993,2544177.29999995,64,88,"no","general functioning (everyday life: easier task)","self-care","You forget you put dinner in the oven and it burns",1,0,0,1,0,0
